GRID NAME,HUKI + ADOPT CLEARANCE DATES,AA before huki,AS before huki,GS before huki,Total Other (O+) before huki,O before huki,BRY before huki,BS before huki,C before huki,CE  before huki,CH before huki,CLA before huki, DC before huki,DA before huki,DF before huki,DS before huki,Total Dictyota before huki,GC before huki, GP before huki, GR before huki,HAL/HD before huki,HH before huki,HYD before huki,HC before huki,HM before huki,LM before huki,P before huki,SF before huki,ROCK COUNT  (0 cm),SAND COUNT,SAND DEPTH MEAN cm,SEDIMENT DEPTH MEAN m+s  cm,date assess,AA  after huki,AS  after huki,GS  after huki,Total IAA  after huki,Other (O+) after huki,O 0yr,BRY 0yr,BS 0yr,CR 0yr,C 0yr,CE 0yr,CH 0yr,CLA 0yr,DC 0yr,DA  oyr,DF  0yr,DS  0yr,DICT sp?  0yr,total Dctyota 0yr,GC 0yr,GP 0yr,GR 0yr,HAL 0yr,HH 0yr,HYD 0yr,HC 0yr,HM 0yr,LC  0yr,LM 0yr,LN 0yr,P   0yr,SF 0yr,clumps,intersects,ROCK COUNT  (0 cm),SAND COUNT,MUD COUNT,SAND DEPTH MEAN cm,MUD DEPTH MEAN cm,count r+s+m,sum depth s+m cm,SEDIMENT DEPTH MEAN m+s  cm
8176 3099,7/13/17,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/13/17,0,12,8,20,22,22,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8176 3099,7/23/18,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/23/18,1,3,7,11,18,,,17,,,,,,,,,,,0,,,,,,,,,,,,,1,,,1,72,,9.19,,73,662.0,9.19
8194 1978,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8275 1814,11/9/18,35,31,50,37,30,,,,,,,2,,,,0,,,,,,,,,,,,10,4,3.25,3.25,11/9/18,4,5,11,20,6,5,,,,,,,,,,,,,0,,,,,,,,,,,1,,,,,23,58,,2.45,,81,142.0,2.45
8329 1949,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8329 1959,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8329 1968,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8329 1978,1/24/19,0,11,96,4,4,,,,,,,,,,,0,,,,,,,,,,,,1,6,2.50,2.50,1/24/19,0,0,32,32,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,35,33,,2.36,,68,78.0,2.36
8329 1988,1/24/19,1,30,95,29,29,,,,,,,,,,,0,,,,,,,,,,,,2,6,2.00,2.00,1/24/19,0,0,46,46,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,38,16,,1.44,,54,23.0,1.44
8329 1997,6/18/18,0,14,57,1,,,,,,,,,,,,0,,,,,,,,,,,1,23,13,2.31,2.31,6/18/18,1,7,22,30,3,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,24,50,,1.92,,74,96.0,1.92
8329 2007,5/5/18,0,4,74,3,3,,,,,,,,,,,0,,,,,,,,,,,,5,21,2.57,2.57,5/5/18,0,0,5,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,34,57,,2.35,,91,134.0,2.35
8338 1978,1/24/19,0,9,74,25,25,,,,,,,,,,,0,,,,,,,,,,,,6,20,2.35,2.35,1/24/19,0,0,28,28,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,28,43,,2.58,,71,111.0,2.58
8338 1988,1/24/19,0,15,82,28,25,,,,,,,,,,,0,,,,,,,,,,,3,3,18,2.61,2.61,1/24/19,0,0,27,27,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,44,30,,1.27,,74,38.0,1.27
8338 1997,6/18/18,0,28,59,12,,,,,,,,,,,,0,,,,,,,,,,,12,16,9,2.11,2.11,6/18/18,0,2,16,18,2,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,49,31,,1.48,,80,46.0,1.48
8338 2007,5/5/18,0,4,87,15,15,,,,,,,,,,,0,,,,,,,,,,,,2,10,2.30,2.30,5/5/18,0,0,6,6,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,40,54,,1.87,,94,101.0,1.87
8338 2017,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8347 1978,2/12/19,0,7,66,55,,,,,,,,,,,,0,,,,,,,,,,,55,7,18,3.17,3.17,2/12/19,0,5,36,41,4,,,,,,,,,,,,,,0,,,,,,,,,,,,,4,,,39,25,,1.64,,64,41.0,1.64
8347 1988,2/12/19,0,10,56,45,,,,,,,,,,,,0,,,,,,,,,,,45,3,57,5.35,5.35,2/12/19,0,1,15,16,4,,,,,,,,,,,,,,0,,,,,,,,,,,,,4,,,29,53,,3.32,,82,176.0,3.32
8347 1997,6/18/18,0,17,55,23,,,,,,,,,,,,0,,,,,,,,,,,23,19,20,2.10,2.10,6/18/18,1,3,30,34,9,4,,,,,,,,,,,,,0,,,,,,,,,,1,,,4,,,36,25,,1.52,,61,38.0,1.52
8347 2007,5/5/18,0,5,86,29,29,,,,,,,,,,,0,,,,,,,,,,,,7,7,3.14,3.14,5/5/18,0,0,7,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,38,55,,2.00,,93,110.0,2.00
8347 2017,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8356 1978,2/12/19,0,1,69,22,20,,,,,,,,,,,0,,,,,,,,,,,2,12,16,3.69,3.69,2/12/19,0,0,30,30,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,40,30,,2.00,,70,60.0,2.00
8356 1988,2/12/19,0,6,58,38,30,,,,,,,,,,,0,,,,,,,,,2,,6,26,9,3.56,3.56,2/12/19,0,1,29,30,6,5,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,68,2,,3.50,,70,7.0,3.50
8356 1997,10/26/18,0,27,67,37,18,,,,,,,,,,,0,,,,,,,,,4,,15,7,24,3.33,3.33,10/26/18,0,1,13,14,2,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,46,40,,2.28,,86,91.0,2.28
8356 2007,10/26/18,0,45,92,61,25,,,,,,,,,,,0,,,,,,,,,13,,23,5,3,4.33,4.33,10/26/18,0,0,27,27,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,65,8,,1.50,,73,12.0,1.50
8356 2017,4/20/18,1,7,75,71,54,,,,,,,,,,,0,,,,,,,1,,11,,5,5,19,3.37,3.25,4/20/18,0,0,7,7,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,51,36,5,2.03,1.80,92,82.0,2.00
8365 1939,,0,0,37,6,3,,,,,,,,,,,0,,,,,,,,,,,3,22,40,3.63,3.63,10/9/18,0,0,18,18,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,27,50,,2.94,,77,147.0,2.94
8365 1949,,0,10,48,4,4,,,,,,,,,,,0,,,,,,,,,,,,39,12,2.42,2.42,11/9/18,0,0,18,18,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,59,11,,1.27,,70,14.0,1.27
8365 1959,,0,26,84,8,,,,,,7,,,,,,0,,,,,,,,,,,1,11,2,2.50,2.50,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8365 1978,1/17/19,0,5,38,28,18,,,,,,,,,,,0,,,,,,,,,,,10,33,21,3.90,3.90,1/17/19,0,0,25,25,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,22,53,,3.00,,75,159.0,3.00
8365 1988,1/17/19,0,10,60,39,35,,,,,,,,,,,0,,,,,,,,,,,4,11,27,2.33,2.33,1/17/19,0,0,17,17,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,44,41,,2.80,,85,115.0,2.80
8365 1997,10/26/18,0,25,68,46,22,,,,,,,,,,,0,,,,,,,,,11,,13,15,13,4.85,4.85,10/26/18,0,0,4,4,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,76,19,,2.37,,95,45.0,2.37
8365 2007,10/26/18,0,44,79,47,11,,,,,,,,,,,0,,,,,,,,,20,,16,7,7,3.29,3.29,10/26/18,0,0,9,9,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,72,21,,2.29,,93,48.0,2.29
8365 2017,11/25/19,1,13,71,34,,,,,,18,,,,,,0,,,,,,,,,,,16,14,16,2.31,2.24,11/25/19,0,4,56,60,13,,,,,,,8,,,,,,,0,,,,,,,,,,,,,5,,,31,9,,2.33,,40,21.0,2.33
8374 1939,7/12/18,0,8,76,6,2,,,,,,,,,,,0,,,,,,,,,3,,1,14,6,1.17,1.17,7/12/18,0,2,21,23,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,44,35,,1.74,,79,61.0,1.74
8374 1949,7/12/18,0,10,61,23,,,,,,,,,,,,0,,,,,,,,,22,,,7,,,2.73,7/12/18,0,3,6,9,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,49,39,,1.69,,88,66.0,1.69
8374 1959,7/12/18,0,28,72,35,,,,,,,,,,,,0,,,,,,,,,20,,15,6,,,2.35,7/12/18,0,0,18,18,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,37,44,,1.52,,81,67.0,1.52
8374 1968,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8374 1978,1/17/19,0,16,62,37,21,,,,,,,,,,,0,,,,,,,,,,,16,19,16,3.63,3.63,1/17/19,0,0,15,15,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,44,40,,2.15,,84,86.0,2.15
8374 1988,1/17/19,0,3,66,49,,,,,,,,,,,,0,,,,,,,,,,,49,11,23,2.35,2.35,1/17/19,0,1,22,23,7,,,,,,,,,,,,,,0,,,,,,,,,,,,,7,,,64,15,,2.53,,79,38.0,2.53
8374 1997,1/17/19,0,3,73,49,,,,,,,,,,,,0,,,,,,,,,,,49,27,18,2.67,2.67,1/17/19,0,0,26,26,9,,,,,,,,,,,,,,0,,,,,,,,,,,,,9,,,40,26,,2.04,,66,53.0,2.04
8374 2007,7/16/18,0,13,68,70,,,,,,,,,,,,0,,,,,,,,,70,,,10,21,2.10,2.10,7/16/18,0,2,31,33,11,,,,,,,,,,,,,,0,,,,,,,,,,11,,,,,,39,20,,1.15,,59,23.0,1.15
8374 2017,11/25/19,0,10,80,23,,,,,,11,,,,,,0,,,,,,,,,,,12,9,8,1.75,1.75,11/25/19,0,1,21,22,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,50,29,,1.97,,79,57.0,1.97
8374 2026,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8374 2036,10/15/19,0,4,39,34,,,,,,,,,,,,0,,,,,,,,,2,,32,26,28,3.14,3.14,10/15/19,0,0,25,25,3,,,,,,,2,,,,,,,0,,,,,,,,,,,,,1,,,39,36,,1.83,,75,66.0,1.83
8383 1910,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8383 1920,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8383 1930,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8383 1939,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8383 1949,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8383 1959,10/27/18,0,15,54,16,4,,,,,,,,,,,0,,,,,,,,,,,12,0,,,n/a,10/27/18,0,0,13,13,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,44,42,,1.50,,86,63.0,1.50
8383 1959,,0,0,83,28,,,,,,,,,,,,0,,,,,,,,,,,28,12,,,n/a,7/22/21,0,0,14,14,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,74,4,,1.25,,78,5.0,1.25
8383 1968,,0,0,72,56,,,,,,,,,,,,0,,,,,,,,,,,56,14,10,2.70,2.70,7/15/21,0,0,31,31,3,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,,,43,25,,2.08,,68,52.0,2.08
8383 1968,10/27/18,0,20,61,12,2,,,,,,,,,,,0,,,,,,,,,,,10,0,,,n/a,10/27/18,0,0,28,28,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,19,53,,1.72,,72,91.0,1.72
8383 1978,7/1/21,0,0,61,43,,,,,,,,,,,,0,,,,,,,,,,,43,30,10,3.60,3.60,7/1/21,0,0,24,24,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,55,21,,1.95,,76,41.0,1.95
8383 2007,7/16/18,0,3,63,54,,,,,,,,,,,,0,,,,,,,,,54,,,14,6,2.17,2.17,7/16/18,0,1,5,6,3,,,,,,,,,,,,,,0,,,,,,,,,,3,,,,,,48,43,,1.12,,91,48.0,1.12
8383 2017,11/25/19,0,6,39,18,,,,,,10,,,,,,0,,,,,,,,,,,8,46,21,1.33,1.33,11/25/19,0,0,55,55,1,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,37,8,,1.38,,45,11.0,1.38
8383 2026,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,0,0.0,n/a
8383 2036,10/15/19,0,16,67,40,,,,,,,,,,,,0,,,,,,,,,,,40,7,18,2.67,2.67,10/15/19,0,0,20,20,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,66,25,,2.28,,91,57.0,2.28
8392 1930,8/30/19,0,6,50,11,,,,,,,,,,,,0,,,,,,,,,,,11,11,30,3.13,3.13,8/30/19,0,10,41,51,7,,,,,,,,,,,,,,0,,,,,,,,,,,,,7,,,18,26,,3.00,,44,78.0,3.00
8392 1939,8/30/19,0,3,68,42,,,,,,,,,,,,0,,,,,,,,,,,42,5,5,3.00,3.00,8/30/19,0,3,36,39,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,58,1,,1.00,,59,1.0,1.00
8392 1949,8/30/19,0,28,68,7,,,,,,,,,,,,0,,,,,,,,,,,7,5,19,2.95,2.95,8/30/19,0,8,65,73,5,,,,,,,,,,,,,,0,,,,,,,,,,,,,5,,,15,3,,2.67,,18,8.0,2.67
8392 1959,6/24/21,0,0,40,11,,,,,,,,,,,,0,,,,,,,,,,,11,10,37,3.14,3.14,6/24/21,0,0,11,11,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,39,45,,2.20,,84,99.0,2.20
8392 1959,9/12/19,0,7,82,71,1,,,,,52,,,,,,0,,,,,,,,,,,18,6,6,2.67,2.67,9/12/19,0,2,61,63,43,,,,,,,39,,,,,,,0,,,,,,,,,,,,,4,,,37,2,,3.00,,39,6.0,3.00
8392 1959,,0,0,40,11,,,,,,,,,,,,0,,,,,,,,,,,11,10,37,3.14,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8392 1968,6/17/21,0,0,73,73,,,,,,,,,,,,0,,,,,,,,,,,73,10,5,2.60,2.60,6/17/21,0,0,21,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,39,35,7,3.23,1.71,81,125.0,2.98
8392 1968,9/13/19,1,6,58,79,,,,,,42,,,,,,0,,,,,,,,,,,37,8,21,4.00,4.00,9/13/19,0,5,43,48,22,,,,,,,20,,,,,,,0,,,,,,,,,,,,,2,,,51,6,,3.67,,57,22.0,3.67
8392 1978,6/10/21,0,0,69,10,,,,,,,,,,,,0,,,,,,,,,,,10,13,9,1.89,1.89,6/10/21,0,0,47,47,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,35,15,,1.87,,50,28.0,1.87
8392 1978,9/13/19,0,14,74,91,,,,,,62,,,,,,0,,,,,,,,,,,29,1,5,5.00,5.00,9/13/19,0,4,47,51,37,,,,,,,32,,,,,,,0,,,,,,,,,,,,,5,,,43,3,,2.67,,46,8.0,2.67
8392 2007,11/17/18,0,15,84,24,5,,1,,,,,,,,,0,,,,,,,,,15,,3,7,8,2.00,2.00,11/17/18,0,1,16,17,1,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,37,43,,1.58,,80,68.0,1.58
8392 2017,11/17/18,0,12,65,26,4,,,,,,,,,,,0,,,,,,,,,19,,3,11,22,2.27,2.27,11/17/18,0,0,16,16,2,,,,,,,,,,,,,,0,,,,,,,,,,2,,,,,,38,32,,2.25,,70,72.0,2.25
8392 2026,4/7/21,0,0,79,69,,,,,,,,,,,,0,,,,,,,,,69,,,11,4,2.25,2.25,4/7/21,0,0,37,37,11,,,,,,,,,,,,,,0,,,,,,,,,,11,,,,,,47,14,,1.93,,61,27.0,1.93
8392 2036,10/15/19,0,11,53,27,,,,,,,,,,,,0,,,,,,,,,,,27,24,20,1.80,1.80,10/15/19,0,0,11,11,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,53,31,,2.35,,84,73.0,2.35
8401 1930,8/30/19,0,21,60,7,,,,,,,,,,,,0,,,,,,,,,,,7,5,10,3.40,3.40,8/30/19,0,1,35,36,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,40,12,,2.17,,52,26.0,2.17
8401 1939,,0,0,54,8,,,,,,,,,,,,0,,,,,,,,,,,8,28,16,2.44,2.44,6/26/21,0,0,28,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,44,39,,2.56,,83,100.0,2.56
8401 1939,8/30/19,0,1,68,24,,,,,,,,,,,,0,,,,,,,,,,,24,5,23,2.96,2.96,8/30/19,0,5,37,42,5,,,,,,,,,,,,,,0,,,,,,,,,,,,,5,,,27,27,,3.41,,54,92.0,3.41
8401 1949,6/25/21,57,0,0,20,,,,,,,,,,,,0,,,,,,,,,,,20,15,21,3.29,3.29,6/25/21,0,0,32,32,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,25,43,,2.30,,68,99.0,2.30
8401 1949,8/30/19,0,22,71,14,,,,,,,,,,,,0,,,,,,,,,,,14,0,18,4.06,4.06,8/30/19,0,6,48,54,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,2,,,38,5,,1.00,,43,5.0,1.00
8401 1959,6/14/21,0,0,73,8,,,,,,,,,,,,0,,,,,,,,,,,8,14,4,3.00,2.78,6/14/21,0,0,30,30,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,9,6,2.33,4.17,78,46.0,3.07
8401 1959,9/12/19,0,25,88,95,,,,,,54,,,,,,0,,,,,,,,,2,,39,1,3,3.67,3.67,9/12/19,0,2,19,21,14,,,,,,,13,,,,,,,0,,,,,,,,,,,,,1,,,66,14,,3.07,,80,43.0,3.07
8401 1968,6/14/21,0,0,67,,,,,,,,,,,,,0,,,,,,,,,,,30,7,13,3.00,3.04,6/14/21,0,0,25,25,3,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,,,42,13,15,2.62,2.80,70,76.0,2.71
8401 1968,9/13/19,0,11,71,68,,,,,,30,,,,,,0,,,,,,,,,,,38,5,20,2.55,2.55,9/13/19,1,3,40,44,11,,,,,,,10,,,,,,,0,,,,,,,,,,,,,1,,,58,2,,2.50,,60,5.0,2.50
8401 2007,11/17/18,0,15,62,25,25,,,,,,,,,,,0,,,,,,,,,,,,11,9,2.22,2.22,11/17/18,0,0,14,14,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,66,20,,1.95,,86,39.0,1.95
8401 2017,11/17/18,0,6,48,5,,,,,,,,,,,,0,,,,,,,,,4,,1,15,29,2.38,2.38,11/17/18,0,,32,32,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,43,24,,1.88,,67,45.0,1.88
8401 2026,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8401 2036,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8401 2046,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8401 2055,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8401 2065,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8410 1939,4/23/19,0,4,18,23,,,,,,12,,,,,,0,,,,,,,,,,,11,23,57,2.51,2.51,4/23/19,0,0,7,7,1,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,29,62,,2.02,,91,125.0,2.02
8410 1949,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8410 1959,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8410 1968,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8410 1997,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8410 2007,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8410 2017,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8410 2026,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8419 1939,4/23/19,0,0,21,0,,,,,,,,,,,,0,,,,,,,,,,,,17,62,2.74,2.74,4/23/19,0,0,14,14,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,22,64,,2.58,,86,165.0,2.58
